0,UK,England and Wales,England,Wales,Scotland,Northern Ireland,North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East of England,London,South East,South West
2021-02-10 00:00:00,1222,1145,1102,36,65,12,48,133,80,128,139,161,130,176,107
2021-02-11 00:00:00,1149,1073,1025,47,65,11,38,121,55,108,125,157,137,189,95
2021-02-12 00:00:00,1018,948,907,40,52,18,49,117,67,93,109,133,108,156,75
2021-02-13 00:00:00,108,102,96,6,6,0,1,11,13,2,18,26,12,10,3
2021-02-14 00:00:00,6,6,5,1,0,0,0,4,0,1,0,0,0,0,0
2021-02-15 00:00:00,936,854,819,31,62,20,26,117,63,76,108,130,98,150,51
2021-02-16 00:00:00,982,883,836,45,83,16,37,128,74,86,118,122,101,117,53
2021-02-17 00:00:00,885,811,774,36,61,13,42,107,58,83,106,103,92,122,61
2021-02-18 00:00:00,798,742,713,27,42,14,28,107,62,70,97,98,82,119,50
2021-02-19 00:00:00,737,681,648,33,41,15,31,89,50,64,83,87,76,118,50
2021-02-20 00:00:00,88,83,77,6,5,0,1,10,12,1,13,14,13,10,3
2021-02-21 00:00:00,4,4,4,0,0,0,1,2,0,0,0,1,0,0,0
2021-02-22 00:00:00,672,590,568,22,68,14,19,80,37,64,74,68,86,105,35
2021-02-23 00:00:00,731,659,634,24,57,15,23,95,60,56,88,83,75,108,46
2021-02-24 00:00:00,626,580,541,37,40,6,29,75,54,55,63,72,63,103,27
2021-02-25 00:00:00,567,521,497,24,35,11,12,64,41,48,85,58,58,87,44
2021-02-26 00:00:00,514,477,451,25,28,9,15,70,45,53,68,41,55,68,36
2021-02-27 00:00:00,44,42,41,1,2,0,0,8,4,0,4,9,9,7,0
2021-02-28 00:00:00,6,6,6,0,0,0,0,3,0,0,0,1,2,0,0
2021-03-01 00:00:00,500,454,427,24,38,8,21,53,41,44,58,56,55,75,24
2021-03-02 00:00:00,535,490,461,29,37,8,18,78,35,63,52,68,44,68,35
2021-03-03 00:00:00,439,406,392,13,29,4,18,56,44,47,52,47,33,66,29
2021-03-04 00:00:00,391,364,348,14,18,9,11,52,32,34,46,47,45,57,24
2021-03-05 00:00:00,366,343,319,22,19,4,18,24,31,46,33,49,38,55,25
2021-03-06 00:00:00,38,38,38,0,0,0,0,4,6,0,11,7,4,5,1
2021-03-07 00:00:00,4,3,3,0,1,0,0,0,0,1,0,0,2,0,0
2021-03-08 00:00:00,359,329,310,17,21,9,18,41,22,41,45,30,37,58,18
2021-03-09 00:00:00,377,345,332,12,29,3,13,51,41,34,34,43,40,55,21
2021-03-10 00:00:00,305,279,264,15,21,5,18,42,19,34,32,33,30,37,19
2021-03-11 00:00:00,308,281,266,14,20,7,11,36,25,27,35,40,24,51,17
2021-03-12 00:00:00,246,226,215,10,12,8,6,29,26,25,26,29,30,29,15
2021-03-13 00:00:00,23,21,21,0,2,0,0,7,5,1,1,5,2,0,0
2021-03-14 00:00:00,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2021-03-15 00:00:00,192,178,170,8,10,4,6,19,23,24,16,21,20,34,7
2021-03-16 00:00:00,254,232,223,9,18,4,15,40,23,28,25,31,24,27,10
2021-03-17 00:00:00,204,189,179,9,15,0,9,21,20,22,26,22,22,24,13
2021-03-18 00:00:00,178,163,153,10,12,3,1,24,23,11,17,21,21,26,9
2021-03-19 00:00:00,195,179,165,13,12,4,7,28,16,16,22,12,27,28,9
2021-03-20 00:00:00,19,18,17,1,1,0,0,3,3,3,3,2,1,1,1
2021-03-21 00:00:00,3,2,2,0,1,0,0,1,0,0,0,0,1,0,0
2021-03-22 00:00:00,168,146,138,8,13,9,6,23,14,14,18,13,14,30,6
2021-03-23 00:00:00,168,155,149,6,10,3,5,25,10,25,19,19,15,27,4
2021-03-24 00:00:00,171,151,141,10,17,3,10,24,13,19,17,15,12,23,8
2021-03-25 00:00:00,140,127,123,4,10,3,10,17,14,20,13,6,22,13,8
2021-03-26 00:00:00,131,120,117,3,10,1,4,13,12,19,14,13,13,22,7
2021-03-27 00:00:00,9,8,7,1,1,0,0,0,2,1,1,3,0,0,0
2021-03-28 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-03-29 00:00:00,117,100,95,5,14,3,0,17,13,11,10,14,8,18,4
2021-03-30 00:00:00,109,98,94,4,6,5,5,15,10,12,9,10,10,20,3
2021-03-31 00:00:00,83,71,68,3,11,1,5,4,2,10,8,6,18,9,6
2021-04-01 00:00:00,126,117,115,2,7,2,4,28,10,13,15,9,12,18,6
2021-04-02 00:00:00,7,6,6,0,0,1,2,0,0,0,3,1,0,0,0
2021-04-03 00:00:00,13,13,13,0,0,0,0,1,2,2,6,0,0,1,1
2021-04-04 00:00:00,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-04-05 00:00:00,4,2,2,0,0,2,0,1,0,0,1,0,0,0,0
2021-04-06 00:00:00,99,89,85,4,10,0,4,15,15,7,7,11,9,14,3
2021-04-07 00:00:00,100,90,84,6,8,2,3,12,17,10,6,5,9,18,4
2021-04-08 00:00:00,98,85,80,5,9,4,6,12,7,16,13,8,6,10,2
2021-04-09 00:00:00,107,99,95,4,7,1,4,7,11,9,12,16,14,16,6
2021-04-10 00:00:00,7,7,7,0,0,0,0,1,1,0,0,2,2,1,0
2021-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-12 00:00:00,83,72,67,5,5,6,6,15,7,8,10,3,8,7,3
2021-04-13 00:00:00,103,94,92,1,4,5,4,12,12,10,10,11,16,9,8
2021-04-14 00:00:00,67,62,60,2,3,2,1,8,3,8,9,5,13,10,3
2021-04-15 00:00:00,83,73,70,3,8,2,0,10,11,6,13,7,12,6,5
2021-04-16 00:00:00,59,54,50,3,4,1,3,5,5,4,6,5,5,10,7
2021-04-17 00:00:00,8,8,8,0,0,0,0,0,0,1,4,2,0,0,1
2021-04-18 00:00:00,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2021-04-19 00:00:00,47,43,39,4,2,2,3,8,5,1,5,1,10,4,2
2021-04-20 00:00:00,73,66,62,3,3,4,2,8,12,5,4,8,14,9,0
2021-04-21 00:00:00,56,50,45,4,6,0,0,4,14,7,7,7,2,4,0
2021-04-22 00:00:00,43,41,39,2,1,1,1,4,6,3,2,9,5,7,2
2021-04-23 00:00:00,61,51,50,1,10,0,0,5,12,2,8,6,8,8,1
2021-04-24 00:00:00,6,5,5,0,1,0,0,1,1,0,2,0,0,1,0
2021-04-25 00:00:00,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-04-26 00:00:00,50,41,38,3,7,2,3,2,5,3,3,5,10,4,3
2021-04-27 00:00:00,43,40,38,2,2,1,1,8,5,4,7,0,2,10,1
2021-04-28 00:00:00,52,42,41,1,7,3,2,4,6,8,8,6,4,3,0
2021-04-29 00:00:00,32,32,32,0,0,0,3,5,0,4,3,3,8,4,2
2021-04-30 00:00:00,49,44,43,1,3,2,4,7,3,2,1,6,9,7,4
2021-05-01 00:00:00,5,5,5,0,0,0,0,1,0,1,1,2,0,0,0
2021-05-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-03 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-05-04 00:00:00,26,26,24,2,0,0,0,2,2,2,3,3,6,3,3
2021-05-05 00:00:00,38,33,32,1,4,1,1,3,5,3,2,2,9,4,3
2021-05-06 00:00:00,43,41,39,2,1,1,1,1,3,2,3,5,11,7,6
2021-05-07 00:00:00,26,24,24,0,1,1,1,9,2,2,2,1,1,3,3
2021-05-08 00:00:00,3,2,2,0,1,0,0,0,1,1,0,0,0,0,0
2021-05-09 00:00:00,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0
2021-05-10 00:00:00,31,30,30,0,0,1,1,1,8,4,1,0,4,7,4
2021-05-11 00:00:00,37,35,32,3,0,2,2,2,5,3,6,7,4,0,3
2021-05-12 00:00:00,33,31,30,1,1,1,0,3,4,4,5,5,4,4,1
2021-05-13 00:00:00,29,26,25,1,3,0,0,4,4,1,1,4,4,3,4
2021-05-14 00:00:00,30,25,24,1,2,3,3,5,6,1,1,3,3,1,1
2021-05-15 00:00:00,3,3,3,0,0,0,0,0,1,0,0,1,1,0,0
2021-05-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-17 00:00:00,26,24,24,0,1,1,3,1,0,1,7,5,4,3,0
2021-05-18 00:00:00,17,16,15,1,0,1,0,1,1,3,4,1,0,4,1
2021-05-19 00:00:00,29,27,23,4,1,1,3,3,5,0,3,1,3,5,0
2021-05-20 00:00:00,20,19,18,1,0,1,0,2,2,2,0,3,4,3,2
2021-05-21 00:00:00,19,18,17,1,1,0,1,1,1,1,2,1,2,7,1
2021-05-22 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-05-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-24 00:00:00,24,22,21,1,2,0,0,3,3,0,2,2,1,8,2
2021-05-25 00:00:00,18,16,16,0,0,2,0,1,1,1,1,2,6,3,1
2021-05-26 00:00:00,19,15,15,0,3,1,1,4,0,0,2,3,3,2,0
2021-05-27 00:00:00,24,22,21,1,2,0,0,5,3,1,1,0,9,2,0
2021-05-28 00:00:00,20,20,19,1,0,0,0,1,2,2,4,4,3,3,0
2021-05-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-30 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-05-31 00:00:00,3,3,3,0,0,0,0,1,0,0,0,0,2,0,0
2021-06-01 00:00:00,24,24,24,0,0,0,1,3,5,3,3,2,2,5,0
2021-06-02 00:00:00,31,25,23,2,4,2,1,7,2,2,4,1,5,1,0
2021-06-03 00:00:00,22,20,20,0,2,0,0,7,2,4,0,1,2,4,0
2021-06-04 00:00:00,28,26,26,0,2,0,0,10,2,1,7,1,2,3,0
2021-06-05 00:00:00,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1
2021-06-06 00:00:00,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-06-07 00:00:00,10,10,10,0,0,0,1,1,2,1,2,0,2,0,1
2021-06-08 00:00:00,16,15,15,0,1,0,1,3,1,1,0,2,5,2,0
2021-06-09 00:00:00,28,24,24,0,4,0,1,4,2,3,1,5,5,3,0
2021-06-10 00:00:00,11,10,10,0,0,1,0,2,1,3,0,0,2,1,1
2021-06-11 00:00:00,25,22,22,0,2,1,0,4,0,2,3,2,5,6,0
2021-06-12 00:00:00,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0
2021-06-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-14 00:00:00,20,19,19,0,1,0,0,3,2,2,2,1,3,6,0
2021-06-15 00:00:00,22,20,20,0,1,1,1,4,4,1,1,3,1,5,0
2021-06-16 00:00:00,27,23,23,0,4,0,1,3,3,1,1,2,9,1,2
2021-06-17 00:00:00,23,21,21,0,2,0,0,6,2,3,2,1,5,2,0
2021-06-18 00:00:00,22,17,17,0,5,0,1,5,0,3,2,2,1,2,1
2021-06-19 00:00:00,2,2,2,0,0,0,1,0,0,0,1,0,0,0,0
2021-06-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21 00:00:00,25,22,22,0,3,0,0,4,1,4,2,1,4,5,1
2021-06-22 00:00:00,35,28,28,0,6,1,0,13,3,2,3,1,3,3,0
2021-06-23 00:00:00,22,20,20,0,2,0,1,7,0,0,3,1,4,3,1
2021-06-24 00:00:00,15,12,12,0,2,1,0,5,3,0,1,1,2,0,0
2021-06-25 00:00:00,18,15,13,1,3,0,0,4,0,2,1,1,3,0,2
2021-06-26 00:00:00,3,2,2,0,1,0,0,0,0,0,0,1,1,0,0
2021-06-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-28 00:00:00,26,24,23,1,2,0,1,10,2,1,1,2,3,3,0
2021-06-29 00:00:00,22,20,20,0,2,0,0,7,2,1,3,1,2,3,1
2021-06-30 00:00:00,32,23,23,0,9,0,2,8,3,0,4,1,3,2,0
2021-07-01 00:00:00,22,18,17,1,4,0,0,7,2,2,1,1,4,0,0
2021-07-02 00:00:00,27,22,21,1,4,1,2,9,1,0,0,0,5,3,1
2021-07-03 00:00:00,3,2,2,0,1,0,0,1,0,0,1,0,0,0,0
2021-07-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-05 00:00:00,34,26,26,0,7,1,0,7,3,2,5,2,4,2,1
2021-07-06 00:00:00,42,37,35,0,3,2,4,12,5,2,2,4,3,2,1
2021-07-07 00:00:00,51,46,46,0,5,0,2,17,6,3,3,1,7,6,1
2021-07-08 00:00:00,46,40,36,2,6,0,1,15,0,4,7,1,0,2,6
2021-07-09 00:00:00,41,32,31,1,9,0,1,14,1,1,2,3,6,1,2
2021-07-10 00:00:00,4,4,4,0,0,0,0,2,1,1,0,0,0,0,0
2021-07-11 00:00:00,3,2,2,0,1,0,0,2,0,0,0,0,0,0,0
2021-07-12 00:00:00,37,31,30,1,6,0,6,7,2,3,7,1,0,3,1
2021-07-13 00:00:00,55,44,44,0,11,0,4,16,3,2,4,5,3,7,0
2021-07-14 00:00:00,66,48,47,1,17,1,5,18,2,1,10,0,3,6,2
2021-07-15 00:00:00,56,51,50,0,5,0,5,14,4,1,8,3,9,4,2
2021-07-16 00:00:00,47,38,36,2,7,2,4,12,3,1,0,3,5,1,7
2021-07-17 00:00:00,7,7,7,0,0,0,1,0,1,0,4,1,0,0,0
2021-07-18 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-07-19 00:00:00,69,58,57,1,11,0,6,19,5,4,6,5,6,4,2
2021-07-20 00:00:00,61,53,48,4,6,2,5,13,4,4,4,4,9,2,3
2021-07-21 00:00:00,99,77,71,5,20,2,0,25,10,3,9,6,7,9,2
2021-07-22 00:00:00,74,63,60,2,7,4,4,19,9,4,8,2,8,5,1
2021-07-23 00:00:00,82,69,65,4,12,1,8,21,6,3,5,3,5,9,5
2021-07-24 00:00:00,5,5,5,0,0,0,0,1,2,1,1,0,0,0,0
2021-07-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-26 00:00:00,88,73,69,2,9,6,9,17,9,5,5,2,13,3,6
2021-07-27 00:00:00,101,87,85,2,11,3,7,22,18,7,8,6,9,5,3
2021-07-28 00:00:00,101,90,85,5,8,3,11,18,12,6,12,5,8,7,6
2021-07-29 00:00:00,75,67,65,2,5,3,8,14,10,3,6,2,13,5,4
2021-07-30 00:00:00,94,82,80,2,9,3,11,21,14,1,6,10,7,5,5
2021-07-31 00:00:00,11,8,6,2,3,0,0,2,2,1,0,1,0,0,0
2021-08-01 00:00:00,3,2,1,1,1,0,0,1,0,0,0,0,0,0,0
2021-08-02 00:00:00,110,94,91,3,12,4,9,21,11,6,10,4,7,13,10
2021-08-03 00:00:00,131,108,104,2,13,10,11,18,14,11,16,9,17,6,2
2021-08-04 00:00:00,136,116,107,9,12,8,13,21,9,10,16,7,15,10,6
2021-08-05 00:00:00,99,89,86,3,6,4,8,15,11,5,8,6,13,15,5
2021-08-06 00:00:00,126,110,107,2,11,5,14,21,10,4,16,6,18,12,6
2021-08-07 00:00:00,11,11,11,0,0,0,0,1,1,1,3,1,2,2,0
2021-08-08 00:00:00,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0
2021-08-09 00:00:00,124,105,96,8,10,9,13,17,11,9,11,7,13,8,7
2021-08-10 00:00:00,134,117,112,5,10,7,3,24,16,15,12,8,14,10,10
2021-08-11 00:00:00,124,109,106,2,7,8,9,10,18,9,18,5,16,15,6
2021-08-12 00:00:00,138,120,116,4,11,7,17,25,15,5,6,13,14,11,10
2021-08-13 00:00:00,119,107,107,0,3,9,9,23,17,7,9,11,13,11,7
2021-08-14 00:00:00,9,9,9,0,0,0,0,0,3,2,2,1,0,1,0
2021-08-15 00:00:00,3,3,2,1,0,0,0,0,0,0,0,1,1,0,0
2021-08-16 00:00:00,108,93,87,5,9,6,5,17,16,4,10,6,12,9,8
2021-08-17 00:00:00,144,124,123,1,9,11,7,21,26,5,24,10,16,8,6
2021-08-18 00:00:00,121,106,105,1,7,8,6,18,18,14,21,5,11,7,5
2021-08-19 00:00:00,137,118,115,3,12,7,5,20,15,10,12,12,23,12,6
2021-08-20 00:00:00,132,117,110,7,4,11,7,14,22,14,13,7,18,7,8
2021-08-21 00:00:00,11,11,11,0,0,0,0,0,2,4,2,2,1,0,0
2021-08-22 00:00:00,6,6,6,0,0,0,0,1,0,1,3,0,1,0,0
2021-08-23 00:00:00,138,112,108,2,12,14,13,18,14,7,16,9,12,9,10
2021-08-24 00:00:00,136,122,118,3,8,6,6,20,10,14,11,9,28,10,10
2021-08-25 00:00:00,139,125,123,2,10,4,11,14,25,8,10,10,19,18,8
2021-08-26 00:00:00,172,149,145,4,7,16,6,28,11,16,16,13,24,19,12
2021-08-27 00:00:00,167,143,138,5,11,13,9,20,21,10,17,8,22,17,14
2021-08-28 00:00:00,15,14,13,1,1,0,0,6,0,2,2,2,0,1,0
2021-08-29 00:00:00,3,3,3,0,0,0,0,0,0,0,2,0,1,0,0
2021-08-30 00:00:00,14,4,4,0,10,0,0,0,0,0,1,3,0,0,0
2021-08-31 00:00:00,190,158,156,2,10,22,11,25,15,13,15,13,28,18,18
2021-09-01 00:00:00,179,155,148,6,14,10,9,21,17,21,22,17,16,13,12
2021-09-02 00:00:00,194,166,156,9,13,15,8,25,27,19,15,15,12,18,17
2021-09-03 00:00:00,186,159,152,7,10,17,10,15,28,23,20,15,19,12,10
2021-09-04 00:00:00,15,15,15,0,0,0,2,2,1,2,4,1,3,0,0
2021-09-05 00:00:00,4,3,3,0,1,0,0,1,0,0,2,0,0,0,0
2021-09-06 00:00:00,179,145,134,10,16,18,11,26,17,10,16,10,14,12,18
2021-09-07 00:00:00,218,185,170,14,18,15,9,22,18,17,26,18,22,23,15
2021-09-08 00:00:00,177,159,145,13,12,6,9,17,23,12,17,13,21,17,16
2021-09-09 00:00:00,206,176,158,16,20,10,8,21,24,16,13,15,21,21,19
2021-09-10 00:00:00,200,174,161,12,14,12,8,27,24,20,30,13,14,14,11
2021-09-11 00:00:00,19,19,18,1,0,0,0,0,1,1,9,4,2,0,1
2021-09-12 00:00:00,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-09-13 00:00:00,193,158,145,12,22,13,7,25,21,17,15,14,14,18,14
2021-09-14 00:00:00,217,175,166,9,30,12,11,38,26,11,20,11,19,18,12
2021-09-15 00:00:00,222,178,166,12,29,15,6,32,25,15,24,19,15,18,12
2021-09-16 00:00:00,207,171,157,14,25,11,12,22,22,16,16,13,20,24,12
2021-09-17 00:00:00,189,149,130,18,28,12,10,25,18,9,24,7,13,18,6
2021-09-18 00:00:00,19,18,18,0,1,0,1,3,2,5,1,4,0,1,1
2021-09-19 00:00:00,6,6,5,1,0,0,0,3,0,0,1,0,1,0,0
2021-09-20 00:00:00,208,175,156,19,19,14,17,27,23,15,21,18,15,10,10
2021-09-21 00:00:00,244,195,173,22,34,15,15,38,20,21,18,17,17,13,14
2021-09-22 00:00:00,228,175,162,13,45,8,5,29,22,21,17,19,19,16,14
2021-09-23 00:00:00,234,178,159,18,47,9,18,22,18,15,27,10,14,20,15
2021-09-24 00:00:00,170,141,126,15,20,9,12,15,14,16,19,13,12,16,9
2021-09-25 00:00:00,12,10,10,0,2,0,2,0,0,3,1,0,0,4,0
2021-09-26 00:00:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2021-09-27 00:00:00,199,166,154,11,16,17,11,20,15,8,19,17,22,23,19
2021-09-28 00:00:00,220,181,167,13,32,7,14,27,25,19,14,16,23,16,13
2021-09-29 00:00:00,202,158,144,14,39,5,13,16,19,18,15,12,21,14,16
2021-09-30 00:00:00,164,124,113,10,33,7,9,11,19,7,11,12,17,13,14
2021-10-01 00:00:00,177,143,126,16,22,12,12,18,22,15,12,5,23,10,9
2021-10-02 00:00:00,12,11,11,0,1,0,0,1,1,2,2,0,3,2,0
2021-10-03 00:00:00,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0
2021-10-04 00:00:00,156,125,104,19,24,7,5,14,16,13,8,6,14,12,16
2021-10-05 00:00:00,181,140,128,11,35,6,7,17,19,12,17,10,25,12,9
2021-10-06 00:00:00,165,137,115,22,28,0,7,22,12,12,12,8,12,14,16
2021-10-07 00:00:00,160,133,119,14,19,8,10,22,14,9,7,9,19,17,12
2021-10-08 00:00:00,149,118,103,15,24,7,12,14,13,17,12,5,11,12,7
2021-10-09 00:00:00,8,7,7,0,1,0,1,0,0,1,1,1,3,0,0
2021-10-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-11 00:00:00,165,123,106,16,34,8,6,16,12,10,17,9,14,12,10
2021-10-12 00:00:00,194,160,146,13,26,8,9,30,14,11,20,15,18,19,10
2021-10-13 00:00:00,193,159,145,14,26,8,10,20,19,21,18,7,20,20,10
2021-10-14 00:00:00,173,134,124,10,29,10,7,23,11,14,16,7,19,14,13
2021-10-15 00:00:00,159,130,112,18,25,4,12,16,22,11,11,13,12,8,7
2021-10-16 00:00:00,11,10,10,0,1,0,0,2,2,1,5,0,0,0,0
2021-10-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-18 00:00:00,190,149,136,13,30,11,6,20,24,14,18,12,15,13,14
2021-10-19 00:00:00,185,149,134,14,28,8,7,20,28,12,19,14,14,9,11
2021-10-20 00:00:00,213,171,152,17,27,15,7,28,26,17,18,11,16,14,15
2021-10-21 00:00:00,188,157,141,16,22,9,9,39,21,8,11,7,13,16,17
2021-10-22 00:00:00,188,156,135,21,23,9,11,20,12,18,23,7,16,14,14
2021-10-23 00:00:00,9,8,8,0,1,0,1,1,1,4,1,0,0,0,0
2021-10-24 00:00:00,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0
2021-10-25 00:00:00,174,136,118,18,24,14,10,22,15,9,23,9,12,12,6
2021-10-26 00:00:00,225,181,163,18,34,10,15,30,25,14,19,15,16,15,14
2021-10-27 00:00:00,231,193,172,21,24,14,6,32,20,20,14,18,20,24,18
2021-10-28 00:00:00,201,169,159,9,27,5,10,33,21,9,19,19,20,11,17
2021-10-29 00:00:00,203,170,155,15,26,7,11,24,13,15,21,23,12,15,21
2021-10-30 00:00:00,11,11,11,0,0,0,0,1,4,3,1,0,0,1,1
2021-10-31 00:00:00,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-11-01 00:00:00,219,173,157,16,28,18,8,29,16,16,24,12,22,18,12
2021-11-02 00:00:00,244,202,190,12,26,16,19,26,33,12,20,23,13,23,21
2021-11-03 00:00:00,265,225,192,31,32,8,10,34,23,21,16,26,13,31,18
2021-11-04 00:00:00,236,202,178,22,26,8,14,24,20,18,19,18,19,29,17
2021-11-05 00:00:00,218,181,163,17,28,9,13,23,24,12,17,18,17,23,16
2021-11-06 00:00:00,15,15,15,0,0,0,1,1,5,4,2,1,1,0,0
2021-11-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-08 00:00:00,209,166,157,8,25,18,12,22,28,9,15,22,16,20,13
2021-11-09 00:00:00,271,232,208,24,27,12,11,29,26,22,24,25,24,27,20
2021-11-10 00:00:00,261,226,207,18,23,12,15,38,26,21,22,17,18,30,20
2021-11-11 00:00:00,216,187,172,15,20,9,16,24,21,11,19,13,20,26,22
2021-11-12 00:00:00,227,194,184,10,22,11,9,22,26,16,24,19,14,30,24
2021-11-13 00:00:00,21,21,20,1,0,0,1,1,3,6,5,1,3,0,0
2021-11-14 00:00:00,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0
2021-11-15 00:00:00,197,165,153,12,18,14,11,29,22,12,20,13,15,21,10
2021-11-16 00:00:00,230,203,187,15,18,9,16,30,29,19,26,19,15,13,20
2021-11-17 00:00:00,238,203,179,24,25,10,10,29,15,25,23,23,16,23,15
